effective_rank,participation_ratio,mle_id_k20,bio_vs_nonbio_cos_top10,model,layer_idx,bootstrap,seed,n_items,frames_per_item
117.9883187723167,61.46703976190381,4.5620187987356005,0.8377556054248118,eat_all,3,39,39045,600,50
117.13502134592311,61.17234470683691,4.149733610007543,0.8317820216201538,eat_all,3,40,40045,600,50
115.26547380831104,59.97338807906497,4.86009085454823,0.8493710008314889,eat_all,3,41,41045,600,50
117.04071917750112,61.353544015823836,4.645830011221153,0.8562773794770555,eat_all,3,42,42045,600,50
117.1440151250251,61.12494656762697,4.0721929999629065,0.8408842412605324,eat_all,3,43,43045,600,50
116.01166152036339,60.245861545794035,4.6994854022932255,0.8138694964844786,eat_all,3,44,44045,600,50
117.7983513057679,61.53303506680761,5.243197202631469,0.8320882098940381,eat_all,3,45,45045,600,50
116.99312307867153,61.13100647393215,4.326874175323315,0.8338232454778856,eat_all,3,46,46045,600,50
115.52690962069693,60.29243929137125,5.558550663055775,0.8178836009886801,eat_all,3,47,47045,600,50
116.40529707539156,60.77307005495264,5.2127157293203465,0.8502817747644317,eat_all,3,48,48045,600,50
116.3652702813131,60.86810924249484,4.669699207854158,0.8305163667907054,eat_all,3,49,49045,600,50
163.09541978076214,77.86323098473034,5.7626536701477455,0.7655810643771173,eat_all,4,0,46,600,50
164.22563183296438,78.06214255728423,5.989668405059249,0.8039635346417853,eat_all,4,1,1046,600,50
164.5597409840893,78.56017124242162,5.489133504993109,0.7950998511001923,eat_all,4,2,2046,600,50
163.93146568962158,77.87762044241289,5.550251328735246,0.8001898205180593,eat_all,4,3,3046,600,50
163.62644054553107,77.6186951205483,4.450725327307887,0.8227876803556408,eat_all,4,4,4046,600,50
163.9456056827586,78.33086060848753,4.8380097558300745,0.8248552252259245,eat_all,4,5,5046,600,50
163.11004147045583,77.35383171454279,5.328160788128151,0.7882958794410106,eat_all,4,6,6046,600,50
161.87324312140416,77.12429104924341,5.646657156485996,0.799882754075848,eat_all,4,7,7046,600,50
165.6690752444207,78.90353066033876,5.355886881776553,0.813910848375739,eat_all,4,8,8046,600,50
164.98866481693648,78.52364897942238,4.976504137411243,0.7960723627931318,eat_all,4,9,9046,600,50
164.16504545453486,78.10268620193168,5.031031388697482,0.8173664507476239,eat_all,4,10,10046,600,50
164.45012909977999,78.40841883689043,5.685838003108476,0.791933437915762,eat_all,4,11,11046,600,50
164.57102139315757,78.36894226708583,4.94367134176444,0.8085815624457997,eat_all,4,12,12046,600,50
165.2497924064116,78.98089849431312,5.231316016413082,0.8096013258817555,eat_all,4,13,13046,600,50
162.29304150147553,76.8772690596246,4.9570929393907806,0.7619536990637756,eat_all,4,14,14046,600,50
163.6202728204273,78.01788140369037,4.626124547021824,0.777608914751615,eat_all,4,15,15046,600,50
163.9795836697994,77.62974273218305,5.15044332296203,0.7634895675028025,eat_all,4,16,16046,600,50
162.6120120731405,77.2712151975899,5.518675823106549,0.7881237335764835,eat_all,4,17,17046,600,50
161.9341614801032,76.83009012753962,4.377302567019597,0.7862285199576551,eat_all,4,18,18046,600,50
163.75567439077386,77.74963084218426,5.25606448994624,0.775595977502325,eat_all,4,19,19046,600,50
163.22740222905045,78.07360576719577,5.776282690429971,0.7912384707067275,eat_all,4,20,20046,600,50
165.76105414168603,79.0050030774214,4.794379662100415,0.7836505474496737,eat_all,4,21,21046,600,50
165.738219199201,78.79206166929373,5.2900448588887565,0.7993080164369186,eat_all,4,22,22046,600,50
162.69730748647987,77.64857026035385,4.315107462467333,0.7652205672338641,eat_all,4,23,23046,600,50
