model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
sl_eat_bio_ssl_all,12,class,Aves,400,196.63301743666332,77.81365795827075,9.99195663010018,20000
sl_eat_bio_ssl_all,12,class,Mammalia,200,132.31030487966555,48.487520424448306,1.9135073237651936,10000
sl_eat_bio_ssl_all,12,order,Passeriformes,100,170.04667868446344,72.87604518578819,6.033140670642866,5000
sl_eat_bio_ssl_all,12,order,other-Aves,300,189.4049086173835,75.23435253052901,7.811990198806274,15000
random_init_eat_seed42,0,class,Aves,400,10.453292997229504,2.7913682673561135,22.44155177154572,20000
random_init_eat_seed42,0,class,Mammalia,200,10.803979561107592,2.834354971353146,2.9318660097743012,10000
random_init_eat_seed42,0,order,Passeriformes,100,10.1833993803601,2.817766547228626,10.637393272294691,5000
random_init_eat_seed42,0,order,other-Aves,300,10.549904446881396,2.7948509786661524,23.39718221184965,15000
random_init_eat_seed42,1,class,Aves,400,10.860983437154905,2.8738080698349266,23.53215586311698,20000
random_init_eat_seed42,1,class,Mammalia,200,11.54478720507386,3.025660672018435,2.9796217834674548,10000
random_init_eat_seed42,1,order,Passeriformes,100,10.79535319720784,2.937315085816877,18.497543799449495,5000
random_init_eat_seed42,1,order,other-Aves,300,10.885815719316685,2.864990013012063,22.783490243868588,15000
random_init_eat_seed42,2,class,Aves,400,11.575822253678446,3.0640220516446135,21.87620827563985,20000
random_init_eat_seed42,2,class,Mammalia,200,12.03548597779438,3.228973815360837,2.7774527932772393,10000
random_init_eat_seed42,2,order,Passeriformes,100,11.82764438137253,3.201313034929173,16.96808146380474,5000
random_init_eat_seed42,2,order,other-Aves,300,11.515217198093449,3.0364761426706925,21.202220150484543,15000
random_init_eat_seed42,3,class,Aves,400,11.904230923697758,3.208873747535155,20.33581985667528,20000
random_init_eat_seed42,3,class,Mammalia,200,12.290195645766486,3.4236441584847306,2.829815375638453,10000
