model,layer_idx,id,source_dataset,is_bio,within_var,between_dist
random_init_eat_seed42,9,c0583b5c-c4f6-4f86-811f-be7d6b36a7fc,Watkins,True,179.63634163196514,18.748033823134524
random_init_eat_seed42,9,addd98ad-4c9e-4346-b94e-d7acba62b818,WavCaps,False,570.552802854249,6.312345593361547
random_init_eat_seed42,9,ede654af-061a-4fde-a37d-2e7aeca6f38b,Watkins,True,98.54804129898295,19.347050761341336
random_init_eat_seed42,9,4e6fa367-6aa5-4c59-8604-3606a781c2ee,Watkins,True,253.60465291291789,21.73858938490991
random_init_eat_seed42,9,1746e44f-cf83-42ae-9b7d-9172738f6454,Watkins,True,140.65089623193498,27.537723721240827
random_init_eat_seed42,9,360b140a-467d-4a79-ad1b-47b5e696c804,WavCaps,False,534.2168585476862,16.02069089598821
random_init_eat_seed42,9,67a7e886-69c4-43a1-8efd-17f57760fdde,Watkins,True,254.21201779823284,23.31776692337509
random_init_eat_seed42,9,7a8d6c21-70f8-4648-9e73-0f9cbd980110,Watkins,True,141.55248479982328,18.79546671229611
random_init_eat_seed42,9,2fb629a3-99cd-4de4-9249-9e60c314b819,Watkins,True,231.84546695230216,24.61964482021718
random_init_eat_seed42,9,955301c0-f6fa-431a-b3a4-1cd68f0765a5,Watkins,True,294.95086062396854,22.18803413316976
random_init_eat_seed42,9,eaf07a39-41f7-4b05-aab0-5d17bf6f8486,WavCaps,False,397.45795518651727,12.055823660119499
random_init_eat_seed42,9,0d3a7844-9043-41b3-b223-2d5feddd119b,Animal Sound Archive,True,561.2919805974817,9.042187919872884
random_init_eat_seed42,9,5abe6f6c-25e8-4626-a96b-ac32b84dcb36,WavCaps,False,253.04653976054243,14.835612121622416
random_init_eat_seed42,9,0c699e26-b423-470e-8fb8-b6dfd69d1312,WavCaps,False,282.4175963337645,23.64477615375133
random_init_eat_seed42,9,d77eb5be-0fe0-4f49-be3b-3d38e589ebcb,WavCaps,False,290.18207551898035,13.332811143845909
random_init_eat_seed42,9,f1316d54-d38f-4ba1-bac8-a6a0bb9e9dc5,WavCaps,False,183.8497465036982,20.59622183965306
random_init_eat_seed42,9,21bd08a0-fe5a-4c52-a6aa-2c8d9e9494cc,Animal Sound Archive,True,587.607409064562,11.1686995834594
random_init_eat_seed42,9,34b24319-dd43-4d26-9f62-89a81a6aa5c5,WavCaps,False,311.16438959725446,17.379494423505488
random_init_eat_seed42,9,10d849db-1f13-49f0-bd31-18bfe1078ff5,Watkins,True,454.63606940097276,10.549303929536048
random_init_eat_seed42,9,317d215c-8f3e-4dcf-b792-7faadee5e3cb,WavCaps,False,254.63001505422397,25.50327625066958
random_init_eat_seed42,9,62462589-ea0c-4392-8245-43d9e71c317a,WavCaps,False,242.09492936159387,24.409564656083525
random_init_eat_seed42,9,6dc17cd6-aaa2-4d7d-ad20-251e755ab8ba,WavCaps,False,302.795909452156,22.978987118307984
random_init_eat_seed42,9,49b7ec12-b689-468a-8936-e1ed7e5df334,WavCaps,False,558.7947528835624,12.045987841387046
random_init_eat_seed42,9,6b879f0c-009f-4857-a277-213484450959,Watkins,True,329.1016878953784,21.17370972596774
random_init_eat_seed42,9,79041ed9-600d-4c51-a69b-036c29591f23,Watkins,True,281.49919641950044,23.15817927724547
random_init_eat_seed42,9,2476dede-5a2b-4218-bc14-85e32343248b,WavCaps,False,331.04116829678395,13.712014053508746
