model,layer_idx,split,n,mean_within_clip_var,mean_between_clip_var,within_total_ratio
sl_eat_bio_ssl_all,12,all,600,164.72404559909225,72.29118936559081,0.6949934911299575
sl_eat_bio_ssl_all,12,bio,400,158.92884307436142,76.97570738558119,0.6736997771535063
sl_eat_bio_ssl_all,12,nonbio,200,176.31445064855387,62.922153325610054,0.736987767422057
random_init_eat_seed42,0,all,600,449.075503221203,205.02181333617764,0.6865576296578613
random_init_eat_seed42,0,bio,400,468.3362466145442,182.93427729117474,0.7191116892653088
random_init_eat_seed42,0,nonbio,200,410.55401643452046,249.19688542618348,0.6222864042726273
random_init_eat_seed42,1,all,600,428.70098198032014,222.53861282747258,0.6582845782078824
random_init_eat_seed42,1,bio,400,446.28270701575457,200.29705775451419,0.6902206523186197
random_init_eat_seed42,1,nonbio,200,393.53753190945133,267.02172297338944,0.5957641634727389
random_init_eat_seed42,2,all,600,415.27401621318677,233.22919559623023,0.6403576862086968
random_init_eat_seed42,2,bio,400,430.55932324519665,214.56225735749751,0.6674080300382351
random_init_eat_seed42,2,nonbio,200,384.70340214916695,270.56307207369554,0.5870945901900753
random_init_eat_seed42,3,all,600,396.02665094888283,252.49325646898845,0.6106622887270977
random_init_eat_seed42,3,bio,400,410.4279116953336,234.3373673475106,0.6365539910967521
random_init_eat_seed42,3,nonbio,200,367.22412945598137,288.8050347119443,0.5597679943417606
random_init_eat_seed42,4,all,600,375.4540151501906,271.15131619421516,0.5806540666306539
random_init_eat_seed42,4,bio,400,391.1458484424901,251.54897972972657,0.6086027633906501
random_init_eat_seed42,4,nonbio,200,344.0703485655917,310.35598912319233,0.5257587122497753
random_init_eat_seed42,5,all,600,355.73746908686024,287.4819525546859,0.5530577235665404
random_init_eat_seed42,5,bio,400,368.34577488051843,270.9374695847319,0.5761855610475658
random_init_eat_seed42,5,nonbio,200,330.5208574995439,320.570918494594,0.5076409650465616
random_init_eat_seed42,6,all,600,340.2129682359355,298.37554216010784,0.5327577347499414
random_init_eat_seed42,6,bio,400,350.91303534629014,284.5938465109107,0.5521781830604011
random_init_eat_seed42,6,nonbio,200,318.81283401522626,325.9389334585023,0.49447376509629626
random_init_eat_seed42,7,all,600,323.5131391335479,314.9322516677871,0.506720142074321
random_init_eat_seed42,7,bio,400,335.5823094596833,299.5987583075816,0.5283254279591393
random_init_eat_seed42,7,nonbio,200,299.3747984812771,345.59923838819805,0.4641656584106225
random_init_eat_seed42,8,all,600,303.7223424387096,325.20236544856976,0.4829232158154375
random_init_eat_seed42,8,bio,400,314.42725935764645,310.981435502961,0.5027548576498871
random_init_eat_seed42,8,nonbio,200,282.31250860083577,353.6442253397874,0.44391779115463254
random_init_eat_seed42,9,all,600,286.917981010402,340.1030124533587,0.45758911424228843
random_init_eat_seed42,9,bio,400,295.39848440663974,328.0248803588592,0.473832873616718
