model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
eat_bio,10,top1_share,30,0.05222630826844946,0.052678648322583024,0.053659275699713266,0.052811429273037266,0.0004735147419295822
eat_bio,10,top10_share,30,0.3176591164269577,0.32153902103899146,0.3254498536946292,0.3212949745580898,0.002769189433463476
eat_bio,10,mean_l2_norm,30,4.599197393322737,4.60310891299623,4.60696600093773,4.60307737066099,0.002425575245933462
eat_bio,11,cos_class_aves_vs_mammalia,30,0.6317258963426178,0.6535535051659596,0.6843056960833369,0.655968662875562,0.017828303550467023
eat_bio,11,cos_order_passer_vs_other_aves,30,0.8297918632157515,0.8791336991024251,0.9093641080172367,0.8776087797882964,0.02557738772898221
eat_bio,11,abs_cos_veitch_class_vs_passer_subord,30,0.17427089722948833,0.3979249029919375,0.6611597200343375,0.4094695199875258,0.14475419220397268
eat_bio,11,species_separability_ratio,30,0.07550387509021478,0.08011434023905177,0.09317546097707173,0.08195273299545783,0.006277126618535334
eat_bio,11,top1_share,30,0.05973210702454846,0.06087903227812694,0.061664629456596814,0.060708579632060805,0.0006925888979149536
eat_bio,11,top10_share,30,0.3277326850691202,0.33037598153109415,0.3343991231794212,0.3306391277859707,0.0020181154115746945
eat_bio,11,mean_l2_norm,30,4.631599776553042,4.634071638759384,4.636446050928817,4.634043360308367,0.0014140065450107633
eat_bio,12,cos_class_aves_vs_mammalia,30,0.5176595003856813,0.5521403108649332,0.6072462278369977,0.559612720925189,0.02741718543638508
eat_bio,12,cos_order_passer_vs_other_aves,30,0.7151610589443668,0.7512436583858164,0.8035309339308832,0.7549704507528199,0.031118739573047706
eat_bio,12,abs_cos_veitch_class_vs_passer_subord,30,0.2582249463613624,0.4233989500492296,0.6865961361353746,0.44460201236207875,0.13366982767685423
eat_bio,12,species_separability_ratio,30,0.05287641876905992,0.060101448819407585,0.06879580961280828,0.06071645959581454,0.00567408054246468
eat_bio,12,top1_share,30,0.15872444323530988,0.16159054115481467,0.16416041347834898,0.16149622262944646,0.001611842398302835
eat_bio,12,top10_share,30,0.3132130021488562,0.3189824553563758,0.32379391118674994,0.3189597818508013,0.0031396951578002157
eat_bio,12,mean_l2_norm,30,4.923038978206843,4.9668584427945,5.007927132660113,4.964891121533993,0.025055959863138112
random_init_eat_seed42,5,cos_class_aves_vs_mammalia,30,0.8740887355960324,0.8945455065698826,0.9207730529831154,0.8951587283837922,0.014363469150419103
random_init_eat_seed42,5,cos_order_passer_vs_other_aves,30,0.9235152795092949,0.9700653491122442,0.9837969245010577,0.963167281309907,0.02107428770597569
random_init_eat_seed42,5,abs_cos_veitch_class_vs_passer_subord,30,0.746486573441563,0.926842249762486,0.9776100428044349,0.90043038301975,0.08519820969793865
random_init_eat_seed42,5,species_separability_ratio,30,0.18832294663608867,0.2178446710120562,0.2931238028006457,0.2303763794529495,0.03421244066159488
random_init_eat_seed42,5,top1_share,30,0.507400953103408,0.5192642398149361,0.529939683981433,0.5195386823235836,0.007641972364733428
random_init_eat_seed42,5,top10_share,30,0.8186030536313986,0.8259690026110414,0.8315714426010371,0.8254248853068703,0.0040527040552810045
random_init_eat_seed42,5,mean_l2_norm,30,27.71279552537615,27.712799295694865,27.712801829104077,27.71279897397898,2.00676946163087e-06
random_init_eat_seed42,7,cos_class_aves_vs_mammalia,30,0.8533533744902493,0.884323165143984,0.915872763449242,0.8848780023025807,0.02303695987044977
random_init_eat_seed42,7,cos_order_passer_vs_other_aves,30,0.8955043175453683,0.9328681010285783,0.9831178320398822,0.9362155764048631,0.02845332927652167
random_init_eat_seed42,7,abs_cos_veitch_class_vs_passer_subord,30,0.3951869068104852,0.9235669683421227,0.9740939867057515,0.8596623740436808,0.18071010679878102
