model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
sl_eat_bio_ssl_all,9,class,Mammalia,119,170.57316165857304,71.17864865198591,1.7160059794217422,5950
sl_eat_bio_ssl_all,9,order,Passeriformes,207,292.26103718173096,122.83969766261862,5.680251833737574,10350
sl_eat_bio_ssl_all,9,order,other-Aves,64,226.0963937598759,104.50766905834719,4.902990622746476,3200
sl_eat_bio_ssl_all,10,class,Aves,271,274.63307194363296,102.32569413333482,6.516151306214256,13550
sl_eat_bio_ssl_all,10,class,Mammalia,119,166.5579372199927,71.17680967433775,1.6801309825866824,5950
sl_eat_bio_ssl_all,10,order,Passeriformes,207,259.5056506339958,96.82935476111322,5.622624637784816,10350
sl_eat_bio_ssl_all,10,order,other-Aves,64,202.86718439775308,87.56364209710777,4.728291794485275,3200
sl_eat_bio_ssl_all,11,class,Aves,271,244.6262165453155,64.87862361690712,7.959118993688369,13550
sl_eat_bio_ssl_all,11,class,Mammalia,119,157.9619058370484,51.58713974919837,1.7253696409586552,5950
sl_eat_bio_ssl_all,11,order,Passeriformes,207,231.07782386002432,61.90557940637199,6.7766967199565835,10350
sl_eat_bio_ssl_all,11,order,other-Aves,64,192.58935918982428,61.70462323772028,5.804321026491664,3200
sl_eat_bio_ssl_all,12,class,Aves,271,189.01649348654794,73.12995050254477,8.181510093510258,13550
sl_eat_bio_ssl_all,12,class,Mammalia,119,120.1568998424304,46.515058400995834,1.7914872808232944,5950
sl_eat_bio_ssl_all,12,order,Passeriformes,207,180.66933761140666,69.25305684411418,6.9470303740599535,10350
sl_eat_bio_ssl_all,12,order,other-Aves,64,151.7400566262621,67.8026308120295,6.0067086027239425,3200
random_init_eat_seed42,0,class,Aves,271,11.224217065038264,2.9465462584252444,22.134486226026794,13550
random_init_eat_seed42,0,class,Mammalia,119,11.785477264842804,3.035030420572163,2.8422485500492862,5950
random_init_eat_seed42,0,order,Passeriformes,207,11.050742640904634,2.915554686514642,21.343589302081845,10350
random_init_eat_seed42,0,order,other-Aves,64,11.65181606350888,3.0661439634693815,10.313800907982705,3200
random_init_eat_seed42,1,class,Aves,271,11.850956946778464,3.0276313356336195,23.549160836207484,13550
random_init_eat_seed42,1,class,Mammalia,119,13.10132722655812,3.26760295361318,2.6425358797010965,5950
random_init_eat_seed42,1,order,Passeriformes,207,11.711262698716734,3.0035484455895367,22.850448009448172,10350
