model,layer_idx,k,n,mle_id
sl_eat_bio_ssl_all,12,40,10000,13.727510436762472
sl_eat_bio_ssl_all,12,80,10000,18.931411464552003
sl_eat_bio_ssl_all,12,5,20000,2.1196851010977213
sl_eat_bio_ssl_all,12,10,20000,3.6527784199345272
sl_eat_bio_ssl_all,12,20,20000,5.9995000797209475
sl_eat_bio_ssl_all,12,40,20000,9.262180468725843
sl_eat_bio_ssl_all,12,80,20000,13.57499972972144
random_init_eat_seed42,0,5,2500,10.78060859307918
random_init_eat_seed42,0,10,2500,14.885831835636504
random_init_eat_seed42,0,20,2500,3.795746996408643
random_init_eat_seed42,0,40,2500,6.125663769852397
random_init_eat_seed42,0,80,2500,7.994754113131533
random_init_eat_seed42,0,5,5000,6.124641665903769
random_init_eat_seed42,0,10,5000,10.368560847313391
random_init_eat_seed42,0,20,5000,14.063607689337212
random_init_eat_seed42,0,40,5000,5.4032874566136195
random_init_eat_seed42,0,80,5000,7.981196869097014
random_init_eat_seed42,0,5,10000,3.9459723466227357
random_init_eat_seed42,0,10,10000,6.8081427580869995
random_init_eat_seed42,0,20,10000,10.868206099440393
random_init_eat_seed42,0,40,10000,14.608927890156679
random_init_eat_seed42,0,80,10000,5.684576891955918
random_init_eat_seed42,0,5,20000,2.0823481556970034
random_init_eat_seed42,0,10,20000,3.49788786730009
random_init_eat_seed42,0,20,20000,6.3087363723812
random_init_eat_seed42,0,40,20000,10.127949131385574
random_init_eat_seed42,0,80,20000,13.904522283605418
random_init_eat_seed42,4,5,2500,12.512935400225038
random_init_eat_seed42,4,10,2500,12.726316020165637
random_init_eat_seed42,4,20,2500,11.396320550954401
random_init_eat_seed42,4,40,2500,9.867244576046804
random_init_eat_seed42,4,80,2500,7.960151996545791
random_init_eat_seed42,4,5,5000,11.216211572051716
random_init_eat_seed42,4,10,5000,13.388098832920347
random_init_eat_seed42,4,20,5000,13.137013843275843
random_init_eat_seed42,4,40,5000,11.84147891057316
random_init_eat_seed42,4,80,5000,10.132391607482694
random_init_eat_seed42,4,5,10000,7.419570310911717
random_init_eat_seed42,4,10,10000,10.61178030639688
random_init_eat_seed42,4,20,10000,12.921556259138882
random_init_eat_seed42,4,40,10000,12.905145695659483
random_init_eat_seed42,4,80,10000,11.800192018343747
random_init_eat_seed42,4,5,20000,4.336019527462351
random_init_eat_seed42,4,10,20000,7.532988842732452
random_init_eat_seed42,4,20,20000,10.540364873114479
random_init_eat_seed42,4,40,20000,12.746093765853056
random_init_eat_seed42,4,80,20000,12.68267018837899
random_init_eat_seed42,8,5,2500,11.49415473006251
random_init_eat_seed42,8,10,2500,12.01533348867239
random_init_eat_seed42,8,20,2500,10.093925407042988
random_init_eat_seed42,8,40,2500,8.927210243105705
random_init_eat_seed42,8,80,2500,7.417623802721707
random_init_eat_seed42,8,5,5000,8.680603837130217
random_init_eat_seed42,8,10,5000,11.00652449744241
random_init_eat_seed42,8,20,5000,10.935382817835253
random_init_eat_seed42,8,40,5000,10.466011476417625
random_init_eat_seed42,8,80,5000,9.397293734282536
random_init_eat_seed42,8,5,10000,7.093361234356635
random_init_eat_seed42,8,10,10000,9.911335745850655
random_init_eat_seed42,8,20,10000,11.823123473262475
random_init_eat_seed42,8,40,10000,11.661200438792072
random_init_eat_seed42,8,80,10000,10.873349731245217
random_init_eat_seed42,8,5,20000,4.385263485224606
random_init_eat_seed42,8,10,20000,7.383490232474032
random_init_eat_seed42,8,20,20000,9.965749438521986
random_init_eat_seed42,8,40,20000,11.643946149307945
random_init_eat_seed42,8,80,20000,11.588482401300682
random_init_eat_seed42,9,5,2500,11.442068488539167
random_init_eat_seed42,9,10,2500,12.364268884663034
random_init_eat_seed42,9,20,2500,11.119472794788658
random_init_eat_seed42,9,40,2500,9.316086835754204
random_init_eat_seed42,9,80,2500,7.6512537107440535
random_init_eat_seed42,9,5,5000,10.258180774856694
random_init_eat_seed42,9,10,5000,12.127857216554482
random_init_eat_seed42,9,20,5000,12.177415947576552
random_init_eat_seed42,9,40,5000,11.189301088185484
random_init_eat_seed42,9,80,5000,9.434386756102052
random_init_eat_seed42,9,5,10000,7.381908545210346
random_init_eat_seed42,9,10,10000,9.935385295314333
random_init_eat_seed42,9,20,10000,11.697139524004932
random_init_eat_seed42,9,40,10000,11.60157197448593
random_init_eat_seed42,9,80,10000,10.770460612491718
random_init_eat_seed42,9,5,20000,4.038287439621808
random_init_eat_seed42,9,10,20000,6.949711354830686
random_init_eat_seed42,9,20,20000,9.351961041876674
random_init_eat_seed42,9,40,20000,11.347223620633608
random_init_eat_seed42,9,80,20000,11.381792766378808
random_init_eat_seed42,10,5,2500,10.53198045066069
random_init_eat_seed42,10,10,2500,11.122520014371977
random_init_eat_seed42,10,20,2500,10.588785242578973
random_init_eat_seed42,10,40,2500,9.19553883209927
random_init_eat_seed42,10,80,2500,7.557595541800033
random_init_eat_seed42,10,5,5000,8.162064817412025
random_init_eat_seed42,10,10,5000,10.316230459717403
random_init_eat_seed42,10,20,5000,10.963271890708032
random_init_eat_seed42,10,40,5000,10.269250700410229
random_init_eat_seed42,10,80,5000,9.138300693747814
random_init_eat_seed42,10,5,10000,6.722488277055449
random_init_eat_seed42,10,10,10000,9.32998383049836
random_init_eat_seed42,10,20,10000,11.328911878530764
random_init_eat_seed42,10,40,10000,11.4525889112466
random_init_eat_seed42,10,80,10000,10.540825466870912
random_init_eat_seed42,10,5,20000,4.284650952823996
random_init_eat_seed42,10,10,20000,6.865417490184788
random_init_eat_seed42,10,20,20000,9.275127596268995
random_init_eat_seed42,10,40,20000,11.214407595302017
random_init_eat_seed42,10,80,20000,11.137432874048512
random_init_eat_seed42,11,5,2500,10.73257741914939
random_init_eat_seed42,11,10,2500,10.873460914161411
random_init_eat_seed42,11,20,2500,10.143452465166892
random_init_eat_seed42,11,40,2500,8.838782197957558
random_init_eat_seed42,11,80,2500,7.294075851890187
random_init_eat_seed42,11,5,5000,9.793931217397496
random_init_eat_seed42,11,10,5000,11.475795863302693
random_init_eat_seed42,11,20,5000,11.019624205155052
random_init_eat_seed42,11,40,5000,10.452760678227634
random_init_eat_seed42,11,80,5000,9.16605547315383
random_init_eat_seed42,11,5,10000,8.17389598229698
random_init_eat_seed42,11,10,10000,10.323067360554687
random_init_eat_seed42,11,20,10000,11.726573964357243
random_init_eat_seed42,11,40,10000,11.058207612826692
random_init_eat_seed42,11,80,10000,10.405946781876095
random_init_eat_seed42,11,5,20000,4.333751792138487
random_init_eat_seed42,11,10,20000,7.212045810014586
random_init_eat_seed42,11,20,20000,9.256660933459825
random_init_eat_seed42,11,40,20000,10.942414066389851
random_init_eat_seed42,11,80,20000,10.809259110326376
random_init_eat_seed42,12,5,2500,10.300367996769566
random_init_eat_seed42,12,10,2500,10.805231827240412
random_init_eat_seed42,12,20,2500,10.556694172493241
random_init_eat_seed42,12,40,2500,9.01437440118049
random_init_eat_seed42,12,80,2500,7.390680277328813
random_init_eat_seed42,12,5,5000,8.999941477765939
random_init_eat_seed42,12,10,5000,10.861690230888126
random_init_eat_seed42,12,20,5000,11.181891077226128
random_init_eat_seed42,12,40,5000,10.706743684677612
random_init_eat_seed42,12,80,5000,9.169463094428956
random_init_eat_seed42,12,5,10000,6.58446562894701
random_init_eat_seed42,12,10,10000,8.987914265064697
random_init_eat_seed42,12,20,10000,10.829302287962117
random_init_eat_seed42,12,40,10000,11.025522823073366
random_init_eat_seed42,12,80,10000,10.49124948833494
random_init_eat_seed42,12,5,20000,3.929763451878921
random_init_eat_seed42,12,10,20000,6.631233346348933
random_init_eat_seed42,12,20,20000,8.772732741164555
random_init_eat_seed42,12,40,20000,10.651595316699051
random_init_eat_seed42,12,80,20000,10.775529454166865
